package;dataset_key;dataset;main_file_or_entry;role;keep;description;source_url;variables;auxiliary_files;local_files;n;k;geometry_type;has_geometry;has_coordinates;coordinate_columns;has_multiple_x;candidate_x_variables;has_y;candidate_y_variables;has_place_name_if_no_geometry;place_name_columns;has_datetime;datetime_columns;inventory_status;download_status;theme
geodatasets;geoda.chicago_commpop;chicago_commpop;geoda.chicago_commpop;main_dataset_catalog_entry;yes;Chicago Community Area Population Percent Change for 2000 and 2010;https://geodacenter.github.io/data-and-lab//data/chicago_commpop.zip;community, NID, POP2010, POP2000, POPCH, POPPERCH, popplus, popneg, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_chicago_commpop.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_chicago_commpop.geojson;77;9;Polygon;Yes;No;;Yes;community, NID;Yes;POP2010, POP2000, POPCH, POPPERCH, popplus, popneg;No;;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;geoda.chicago_health;chicago_health;geoda.chicago_health;main_dataset_catalog_entry;yes;Chicago Health + Socio-Economics;https://geodacenter.github.io/data-and-lab//data/comarea.zip;ComAreaID, community, TRACTCnt, shape_area, shape_len, Pop2012, Pop2014, PopChng, PopM, PopMP, PopF, PopFP, Under5, Under5P, Under18, Under18P, Over18, Over18P, Over21, Over21P, Over65, Over65P, Wht14, Wht14P, Blk14, Blk14P, AI14, AI14P, AS14, AS14P, NHP14, NHP14P, Oth14, Oth14P, Hisp14, Hisp14P, Property_C, PropCrRt, Violent_C, VlntCrRt, PerCInc14, PPop14, Pov14, field_37, ChldPov14, NoHS14, HSGrad14, SmClg14, ClgGrad14, LaborFrc, Unemp14, Pov50, Pov50P, Pov125, Pov125P, Pov150, Pov150P, Pov185, Pov185P, Pov200, Pov200P, COIave, HISave, SESave, Hlitave, BirthRate, FertRate, LoBirthR, PrenScrn, PretBrth, TeenBirth, Assault, BrstCancr, CancerAll, Colorect, DiabetM, FirearmM, InfntMR, LungCancer, ProstateC, Stroke, ChlBLLS, ChlLeadP, GonorrF, GonorrM, Tuberc, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_chicago_health.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_chicago_health.geojson;77;87;Polygon;Yes;No;;Yes;ComAreaID, community, shape_area, shape_len, Under5, Under5P, Under18, Under18P, Over18, Over18P, Over21, Over21P, Over65, Over65P, Wht14, Wht14P, Blk14, Blk14P, AI14, AI14P, AS14, AS14P, NHP14, NHP14P, Oth14, Oth14P, Hisp14, Hisp14P, Property_C, PropCrRt, Violent_C, VlntCrRt, PerCInc14, Pov14, field_37, ChldPov14, NoHS14, HSGrad14, SmClg14, ClgGrad14, LaborFrc, Unemp14, Pov50, Pov50P, Pov125, Pov125P, Pov150, Pov150P, Pov185, Pov185P, Pov200, Pov200P, COIave, HISave, SESave, Hlitave, LoBirthR, PrenScrn, PretBrth, TeenBirth, Assault, BrstCancr, CancerAll, Colorect, DiabetM, FirearmM, InfntMR, LungCancer, Stroke, ChlBLLS, ChlLeadP, GonorrF, GonorrM, Tuberc;Yes;Pop2012, Pop2014, PopChng, PopM, PopMP, PopF, PopFP, PPop14, BirthRate, FertRate;No;TRACTCnt, ProstateC;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;geoda.chile_labor;chile_labor;geoda.chile_labor;main_dataset_catalog_entry;yes;Labor Markets in Chile (1982-2002);https://geodacenter.github.io/data-and-lab//data/flma.zip;dummy, code_flma, mun, pop_1982, pop_1992, pop_2002, area_km2, age1__1982, age2__1982, age3__1982, age4__1982, age5__1982, age6__1982, age7__1982, age8__1982, age9__1982, age10_1982, age11_1982, age12_1982, age13_1982, age14_1982, age15_1982, age16_1982, age17_1982, age18_1982, sex1__1982, sex2__1982, lfs1__1982, lfs2__1982, lfs3__1982, is1_r_1982, is2_r_1982, is3_r_1982, is4_r_1982, is5_r_1982, is6_r_1982, is7_r_1982, is8_r_1982, is9_r_1982, is10__1982, is11__1982, oc0_r_1982, oc1_r_1982, oc2_r_1982, oc3_r_1982, oc4_r_1982, oc5_r_1982, oc6_r_1982, oc7_r_1982, oc8_r_1982, oc9_r_1982, age1__1992, age2__1992, age3__1992, age4__1992, age5__1992, age6__1992, age7__1992, age8__1992, age9__1992, age10_1992, age11_1992, age12_1992, age13_1992, age14_1992, age15_1992, age16_1992, age17_1992, age18_1992, sex1__1992, sex2__1992, lfs1__1992, lfs2__1992, lfs3__1992, is1_r_1992, is2_r_1992, is3_r_1992, is4_r_1992, is5_r_1992, is6_r_1992, is7_r_1992, is8_r_1992, is9_r_1992, is10__1992, is11__1992, oc0_r_1992, oc1_r_1992, oc2_r_1992, oc3_r_1992, oc4_r_1992, oc5_r_1992, oc6_r_1992, oc7_r_1992, oc8_r_1992, oc9_r_1992, age1__2002, age2__2002, age3__2002, age4__2002, age5__2002, age6__2002, age7__2002, age8__2002, age9__2002, age10_2002, age11_2002, age12_2002, age13_2002, age14_2002, age15_2002, age16_2002, age17_2002, age18_2002, sex1__2002, sex2__2002, lfs1__2002, lfs2__2002, lfs3__2002, is1_r_2002, is2_r_2002, is3_r_2002, is4_r_2002, is5_r_2002, is6_r_2002, is7_r_2002, is8_r_2002, is9_r_2002, is10__2002, is11__2002, oc0_r_2002, oc1_r_2002, oc2_r_2002, oc3_r_2002, oc4_r_2002, oc5_r_2002, oc6_r_2002, oc7_r_2002, oc8_r_2002, oc9_r_2002, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_chile_labor.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_chile_labor.geojson;64;140;Polygon;Yes;No;;Yes;dummy, mun, area_km2, age1__1982, age2__1982, age3__1982, age4__1982, age5__1982, age6__1982, age7__1982, age8__1982, age9__1982, age10_1982, age11_1982, age12_1982, age13_1982, age14_1982, age15_1982, age16_1982, age17_1982, age18_1982, sex1__1982, sex2__1982, lfs1__1982, lfs2__1982, lfs3__1982, is1_r_1982, is2_r_1982, is3_r_1982, is4_r_1982, is5_r_1982, is6_r_1982, is7_r_1982, is8_r_1982, is9_r_1982, is10__1982, is11__1982, oc0_r_1982, oc1_r_1982, oc2_r_1982, oc3_r_1982, oc4_r_1982, oc5_r_1982, oc6_r_1982, oc7_r_1982, oc8_r_1982, oc9_r_1982, age1__1992, age2__1992, age3__1992, age4__1992, age5__1992, age6__1992, age7__1992, age8__1992, age9__1992, age10_1992, age11_1992, age12_1992, age13_1992, age14_1992, age15_1992, age16_1992, age17_1992, age18_1992, sex1__1992, sex2__1992, lfs1__1992, lfs2__1992, lfs3__1992, is1_r_1992, is2_r_1992, is3_r_1992, is4_r_1992, is5_r_1992, is6_r_1992, is7_r_1992, is8_r_1992, is9_r_1992, is10__1992, is11__1992, oc0_r_1992, oc1_r_1992, oc2_r_1992, oc3_r_1992, oc4_r_1992, oc5_r_1992, oc6_r_1992, oc7_r_1992, oc8_r_1992, oc9_r_1992, age1__2002, age2__2002, age3__2002, age4__2002, age5__2002, age6__2002, age7__2002, age8__2002, age9__2002, age10_2002, age11_2002, age12_2002, age13_2002, age14_2002, age15_2002, age16_2002, age17_2002, age18_2002, sex1__2002, sex2__2002, lfs1__2002, lfs2__2002, lfs3__2002, is1_r_2002, is2_r_2002, is3_r_2002, is4_r_2002, is5_r_2002, is6_r_2002, is7_r_2002, is8_r_2002, is9_r_2002, is10__2002, is11__2002, oc0_r_2002, oc1_r_2002, oc2_r_2002, oc3_r_2002, oc4_r_2002, oc5_r_2002, oc6_r_2002, oc7_r_2002, oc8_r_2002, oc9_r_2002;Yes;pop_1982, pop_1992, pop_2002;No;code_flma;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;geoda.cincinnati;cincinnati;geoda.cincinnati;main_dataset_catalog_entry;yes;2008 Cincinnati Crime + Socio-Demographics;https://geodacenter.github.io/data-and-lab//data/walnuthills_updated.zip;ID, AREA, BLOCK, BG, TRACT, COUNTY, MSA, POPULATION, MALE, FEMALE, AGE_0_5, AGE_5_9, AGE_10_14, AGE_15_19, AGE_20_24, AGE_25_34, AGE_35_44, AGE_45_54, AGE_55_59, AGE_60_64, AGE_65_74, AGE_75_84, AGE_85, MEDIAN_AGE, AGE_18, MALE_18, FEMALE_18, AGE_21, AGE_62, AGE_65, MALE_65, FEMALE_65, F1_RACE, WHITE, BLACK, AMINDIAN, ASIAN, HAWAIIAN, OTHER_RACE, F2_RACES, AP_WHITE, AP_BLACK, AP_AMINDIA, AP_ASIAN, AP_HAWAIIA, AP_OTHER, AP_HISPANI, NOT_HISPAN, NH_WHITE, IN_HOUSEHO, GROUP_QUAR, GQ_INSTITU, GQ_NONINST, HOUSEHOLDS, HH_FAMILY, HH_NONFAMI, AVG_HHSIZE, AVG_FAMSIZ, HSNG_UNITS, HU_OCCUPIE, HU_VACANT, OCCHU_OWNE, OCCHU_RENT, OWNER_SIZE, RENTER_SIZ, DENSITY, BURGLARY, ASSAULT, THEFT, BURG_D, ASSALT_D, THEFT_D, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_cincinnati.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_cincinnati.geojson;457;73;Polygon;Yes;Yes;POPULATION;Yes;AREA, BLOCK, BG, MSA, MALE, FEMALE, AGE_0_5, AGE_5_9, AGE_10_14, AGE_15_19, AGE_20_24, AGE_25_34, AGE_35_44, AGE_45_54, AGE_55_59, AGE_60_64, AGE_65_74, AGE_75_84, AGE_85, MEDIAN_AGE, AGE_18, MALE_18, FEMALE_18, AGE_21, AGE_62, AGE_65, MALE_65, FEMALE_65, F1_RACE, WHITE, BLACK, AMINDIAN, ASIAN, HAWAIIAN, OTHER_RACE, F2_RACES, AP_WHITE, AP_BLACK, AP_AMINDIA, AP_ASIAN, AP_HAWAIIA, AP_OTHER, AP_HISPANI, NOT_HISPAN, NH_WHITE, IN_HOUSEHO, GROUP_QUAR, GQ_INSTITU, GQ_NONINST, HOUSEHOLDS, HH_FAMILY, HH_NONFAMI, AVG_HHSIZE, AVG_FAMSIZ, HSNG_UNITS, HU_OCCUPIE, HU_VACANT, OCCHU_OWNE, OWNER_SIZE, DENSITY, ASSAULT, THEFT, BURG_D, ASSALT_D, THEFT_D;Yes;OCCHU_RENT, RENTER_SIZ, BURGLARY;No;ID, TRACT, COUNTY;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;crime / securite
geodatasets;geoda.cleveland;cleveland;geoda.cleveland;main_dataset_catalog_entry;yes;2015 sales prices of homes in Cleveland, OH.;https://geodacenter.github.io/data-and-lab//data/cleveland.zip;unique_id, parcel, x, y, sale_price, tract10int, Quarter, year1, yrquarter, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_cleveland.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_cleveland.geojson;205;10;Point;Yes;Yes;x, y;Yes;parcel, Quarter, yrquarter;Yes;sale_price;No;unique_id, tract10int;Yes;year1;listed_from_geodatasets_catalog;extracted_csv_geojson;housing / immobilier
geodatasets;geoda.grid100;grid100;geoda.grid100;main_dataset_catalog_entry;yes;Grid with simulated variables;https://geodacenter.github.io/data-and-lab//data/grid100.zip;POLYID, AREA, PERIMETER, Z, ZMA02, RANZMA02, ZMA05, RANZMA05, ZMA07, RANZMA07, ZMA09, RANZMA09, ZMAN02, RANZMAN02, ZMAN05, RANZMAN05, ZMAN07, RANZMAN07, ZMAN09, RANZMAN09, ZAR02, RANZAR02, ZAR05, RANZAR05, ZAR07, RANZAR07, ZAR09, RANZAR09, ZARN02, RANZARN02, ZARN05, RANZARN05, ZARN07, RANZARN07, ZARN09, RANZARN09, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_grid100.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_grid100.geojson;100;37;Polygon;Yes;No;;Yes;AREA, PERIMETER, Z, ZMA02, RANZMA02, ZMA05, RANZMA05, ZMA07, RANZMA07, ZMA09, RANZMA09, ZMAN02, RANZMAN02, ZMAN05, RANZMAN05, ZMAN07, RANZMAN07, ZMAN09, RANZMAN09, ZAR02, RANZAR02, ZAR05, RANZAR05, ZAR07, RANZAR07, ZAR09, RANZAR09, ZARN02, RANZARN02, ZARN05, RANZARN05, ZARN07, RANZARN07, ZARN09, RANZARN09;Yes;POLYID;No;;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;geoda.groceries;groceries;geoda.groceries;main_dataset_catalog_entry;yes;2015 Chicago supermarkets;https://geodacenter.github.io/data-and-lab//data/grocery.zip;OBJECTID, Ycoord, Xcoord, Status, Address, Chain, Category, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_groceries.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_groceries.geojson;148;8;Point;Yes;Yes;Ycoord, Xcoord;Yes;Status, Address, Chain, Category;Yes;OBJECTID;No;;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;geoda.guerry;guerry;geoda.guerry;main_dataset_catalog_entry;yes;Mortal statistics of France (Guerry, 1833);https://geodacenter.github.io/data-and-lab//data/guerry.zip;dept, Region, Dprtmnt, Crm_prs, Crm_prp, Litercy, Donatns, Infants, Suicids, MainCty, Wealth, Commerc, Clergy, Crm_prn, Infntcd, Dntn_cl, Lottery, Desertn, Instrct, Prsttts, Distanc, Area, Pop1831, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_guerry.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_guerry.geojson;85;24;Polygon;Yes;No;;Yes;dept, Dprtmnt, Crm_prs, Crm_prp, Litercy, Donatns, Infants, Suicids, MainCty, Wealth, Commerc, Clergy, Crm_prn, Infntcd, Dntn_cl, Lottery, Desertn, Instrct, Prsttts, Distanc, Area;Yes;Pop1831;No;Region;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.health;health;geoda.health;main_dataset_catalog_entry;yes;2000 Health, Income + Diversity;https://geodacenter.github.io/data-and-lab//data/income_diversity.zip;cartodb_id, countyfp, statefp, statename, countyname, countyfips, tractname, ratio, statemhir, tractmhir, cty_pop200, cz, cz_name, cz_pop2000, state_id, le_agg_q1, le_raceadj, le_agg_q2, le_racea_1, le_agg_q3, le_racea_2, le_agg_q4, le_racea_3, le_agg_q11, le_racea_4, le_agg_q21, le_racea_5, le_agg_q31, le_racea_6, le_agg_q41, le_racea_7, sd_le_agg, sd_le_race, sd_le_agg1, sd_le_ra_1, sd_le_ag_1, sd_le_ra_2, sd_le_ag_2, sd_le_ra_3, sd_le_ag_3, sd_le_ra_4, sd_le_ag_4, sd_le_ra_5, sd_le_ag_5, sd_le_ra_6, sd_le_ag_6, sd_le_ra_7, count_q1_F, count_q2_F, count_q3_F, count_q4_F, count_q1_M, count_q2_M, count_q3_M, count_q4_M, Diversity, BlackorA, AmericanI, Asianalon, NativeHaw, TwoorMor, Hispanico, Whitealon, county, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_health.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_health.geojson;3984;65;Polygon;Yes;Yes;Asianalon, Whitealon;Yes;ratio, cz, le_agg_q1, le_raceadj, le_agg_q2, le_racea_1, le_agg_q3, le_racea_2, le_agg_q4, le_racea_3, le_agg_q11, le_racea_4, le_agg_q21, le_racea_5, le_agg_q31, le_racea_6, le_agg_q41, le_racea_7, sd_le_agg, sd_le_race, sd_le_agg1, sd_le_ra_1, sd_le_ag_1, sd_le_ra_2, sd_le_ag_2, sd_le_ra_3, sd_le_ag_3, sd_le_ra_4, sd_le_ag_4, sd_le_ra_5, sd_le_ag_5, sd_le_ra_6, sd_le_ag_6, sd_le_ra_7, Diversity, BlackorA, AmericanI, NativeHaw, TwoorMor, Hispanico;Yes;cty_pop200, cz_pop2000, count_q1_F, count_q2_F, count_q3_F, count_q4_F, count_q1_M, count_q2_M, count_q3_M, count_q4_M;No;cartodb_id, countyfp, statefp, statename, countyname, countyfips, tractname, statemhir, tractmhir, cz_name, state_id, county;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;geoda.health_indicators;health_indicators;geoda.health_indicators;main_dataset_catalog_entry;yes;Chicago Health Indicators (2005-11);https://geodacenter.github.io/data-and-lab//data/healthIndicators.zip;area_num, shape_area, shape_len, comm_area, BirthRate, Gener_Rate, LowBi_ight, Prena_ster, Prete_rths, TeenB_Rate, Assau_cide, Breas_ales, Cance_ites, Color_ncer, Diabe_ated, Firea_ated, Infan_Rate, LungCancer, Prost_ales, Strok_ease, Child_ning, Chil_ing_1, Gonor_ales, Gono_les_1, Tuber_osis, Below_evel, Crowd_sing, Dependency, NoHig_loma, PerCa_come, Unemp_ment, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_health_indicators.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_health_indicators.geojson;77;32;Polygon;Yes;No;;Yes;area_num, shape_area, shape_len, comm_area, LowBi_ight, Prena_ster, Prete_rths, Assau_cide, Breas_ales, Cance_ites, Color_ncer, Diabe_ated, Firea_ated, LungCancer, Prost_ales, Strok_ease, Child_ning, Chil_ing_1, Gonor_ales, Gono_les_1, Tuber_osis, Below_evel, Crowd_sing, Dependency, NoHig_loma, PerCa_come, Unemp_ment;Yes;BirthRate, Gener_Rate, TeenB_Rate, Infan_Rate;No;;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;geoda.hickory1;hickory1;geoda.hickory1;main_dataset_catalog_entry;yes;2000 Census Tract Data for Hickory, NC MSA and counties;https://geodacenter.github.io/data-and-lab//data/HickoryMSA.zip;FIPS, msa, tot_pop, pop_16, pop_65, white, black, asian, hisp, multi_ra, males, females, male1664, fem1664, empl16, emp_away, emp_home, emp_29, emp_30, emp16_2, emp_male, emp_fem, occ_man, occ_off1, occ_info, hh_inc, pov_pop, pov_tot, hsg_val, polyid, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_hickory1.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_hickory1.geojson;68;31;Polygon;Yes;No;;Yes;msa, white, black, asian, hisp, multi_ra, males, females, male1664, fem1664, empl16, emp_away, emp_home, emp_29, emp_30, emp16_2, emp_male, emp_fem, occ_man, occ_off1, occ_info, hh_inc, pov_tot, hsg_val, polyid;Yes;tot_pop, pop_16, pop_65, pov_pop;No;FIPS;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
