"metadata_schema";"discovery_source";"candidate_status";"selection_tier";"citation_threshold";"dataset_doi";"title";"publisher";"year";"datacite_description";"datacite_subjects";"publication_doi";"article_title";"article_venue";"article_year";"article_type";"article_is_oa";"article_access_status";"article_oa_url";"article_landing_page_url";"cited_by_count";"license_name";"license_uri";"formats";"size_bytes";"data_access_url";"source_url";"publication_url";"formula_status";"formula_pub";"spatial_evidence";"model_evidence";"ingestion_next_step";"screening_version";"screening_tier";"screening_flags";"score";"flag_benchmark_model";"flag_non_benchmark_product";"flag_spatiotemporal";"flag_open_article";"flag_target_scope"
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.57760/sciencedb.22771";"Dataset on forming-induced thickness variations and structural responses in arched thin-shell metal alloys";"Science Data Bank";"2025";"This dataset encompasses numerical simulation outputs and experimental measurements of thickness variations and mechanical responses in arched thin-shell metal components under forming processes. The simulation data were generated using explicit dynamic finite element analysis in Abaqus, incorporating eight isotropic material models (MONEL Alloy 400 and other alloys) and 42,669 geometric configurations derived from a full factorial Design of Experiments. Geometric parameters varied across four radii (20 mm, 40 mm, 80 mm, 160 mm), three initial thicknesses (0.1 mm, 0.2 mm, 0.4 mm), and three arch rises (15%, 30%, 60% of radius), ensuring adherence to thin-shell theory (thickness-to-radius ratio &lt;&lt; 0.05). Each configuration produced nodal data on radial paths, yielding raw points exceeding 129,600, subsampled to focus on core and radial thickness profiles, stress and strain fields, stress triaxiality, plastic dissipated energy, vibration modes, buckling loads, and rupture characteristics. Material parameters included density, Young's modulus, Poisson's ratio, and Johnson-Cook plasticity constants (yield strength, hardening modulus, exponent, strain-rate sensitivity). Simulations accounted for room-temperature conditions (20°C) with coupled thermo-mechanical effects from plastic dissipation.Experimental data were collected from 36 MONEL Alloy 400 specimens (diameter 100 mm, initial thickness 0.1 mm), formed pneumatically at room temperature using a custom bench with air compression, control cabinet, clamping flange, and assembly. High-pressure gas from a large buffer tank (20°C) was introduced gradually for isothermal mixing over at least 60 seconds. Specimens covered three arch heights (7.5 mm, 15 mm, 23.5 mm), measuring thickness at 12 radial points (five replicates each) using a 0.1 μm resolution micrometer. Rupture tests (18 forward, 18 reverse) recorded pressures via calibrated gauges (4 MPa range, 0.4% accuracy), with six replicates per configuration for repeatability.The dataset includes CSV files of simulation outputs (thickness distributions, stress/strain tensors, energy metrics per configuration), Abaqus input/output files, experimental thickness profiles, rupture pressures with timestamps, and uncertainty calculations (Type A/B uncertainties, expanded values at 95% confidence). Raw images of post-rupture morphologies and buckling patterns are provided in JPEG format.Reuse potential lies in benchmarking finite element models for thin-shell forming, validating surrogate methodologies like Kriging, or training machine learning algorithms for material performance prediction. The data support applications in pressure relief device design, allowing extraction of parametric trends for isotropic alloys or extension to anisotropic cases via recalibration. All files are archived in a public repository for direct access and replication.";"Mechanics;Physics;Materials science;Mechanical engineering;FOS: Mechanical engineering;Safety science and technology;Arch shell structure;thickness distribution;mechanical behavior;fracture behavior;response surface method (RSM);stepwise linear regression;finite element analysis (FEA);structural optimization;experimental mechanics;structural failure prediction";;;;;;;"not_open_or_unknown";;;;;;"";"628834071";"https://www.scidb.cn/detail?dataSetId=a70757a0ddfc4ceead9b503fb6d195bb";"https://doi.org/10.57760/sciencedb.22771";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.57760/sciencedb.34375";"Digital Government Construction；Regional Innovation";"Science Data Bank";"2026";"Based on panel data of Chinese cities, this study employs a two-way fixed effects model to examine the impact of digital government construction on regional innovation. The results indicate that digital government significantly promotes regional innovation, with stronger effects observed in eastern regions, non–old industrial base cities, population inflow cities, and non–resource-based cities. Mechanism analysis shows that digital government enhances regional innovation primarily by fostering economic agglomeration and high-skilled labor agglomeration. The moderating effect analysis reveals that digital inclusive finance and human capital further strengthen the positive impact of digital government on regional innovation. Spatial econometric results indicate that regional innovation exhibits significant spatial dependence, and digital government construction generates positive spillover effects on neighboring regions. These findings provide policy implications for advancing digital government transformation and promoting coordinated regional innovation.";"Sociology;FOS: Sociology;Management;digital government construction;regional innovation;economic agglomeration;high-skilled labor agglomeration;digital inclusive finance;human capital;spatial spillover effects";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution Non Commercial Share Alike 4.0 International";"https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode";"";"38856914";"https://www.scidb.cn/detail?dataSetId=13a20b59f999438db611e3d3c0a6bc5c";"https://doi.org/10.57760/sciencedb.34375";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.57760/sciencedb.35354";"Downscaled temperature and precipitation dataset for the Qilian Mountains region (1961–2022)";"Science Data Bank";"2026";"On the basis of considering terrain information, the Geographically Weighted Regression (GWR) method was used to downscale the coarse resolution (0.25 °) CN05.1 dataset. We obtained a monthly scale 1km dataset of temperature (Ta) and precipitation (Pre) in the Qilian Mountains from 1961 to 2022, and evaluated the downscaled 1km resolution dataset using observational data from meteorological stations. Compared with the original CN05.1 product, the root mean square error and standard deviation of the new dataset have a higher degree of agreement with meteorological station observations, which can provide detailed information for analyzing climate change trends at multiple time scales. This dataset will help potential users improve climate monitoring, modeling, and environmental research in the Qilian Mountains region. Dataset Description: (1) Time and spatial information of the dataset Time:January 1961 December 2022 92.09 ° -105.81 ° E, 34.57 ° -41.14 ° N. (2) Dataset Naming Ta1961-2021month.nc Pre1961-2021month.nc (3) Attribute information The data storage adopts NetCDF format. Each file contains 744 months of data and requires a total of 5.44GB of storage space. Each file name represents the data contained in the file. For example, the file named Ta1961-2022month.nc contains monthly temperature data from 1961 to 2022. The total number of NetCDF files is 2, and the total size of the nc format dataset is approximately 4.29 GB. The unit of temperature is ℃, and the unit of precipitation is mm. The spatial resolution of the data is 1km.Data processing methods: (1) Processing steps Firstly, prepare environmental variables with resolutions of 0.5 '(1 kilometer) and 25' and the original monthly scale CN05.1 data. Secondly, variables related to temperature and precipitation were selected and named as explanatory variables. Thirdly, input the explanatory variables and the original CN05.1 data into the GWR model to obtain intercepts, residuals, and coefficients. Fourthly, interpolate the intercept, residuals, and coefficients to obtain a 1km grid layer. Then combine these layers with explanatory variables at a 1-kilometer resolution to generate high-resolution temperature and precipitation data through GIS.(2) GWR model The GWR model is a regional regression model first proposed by Chris et al. (1996). This model is widely used for studying the dynamic characteristics and scale dependence of the relationship between dependent and explanatory variables.(3) GWR 4.0 software This dataset uses GWR 4.0 software（ http://geoinformatics.wp.st-andrews.ac.uk/gwr ）to establish GWR model. ";"Atmospheric science;Qilian Mountains;temperature;precipitation;downscale";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution Non Commercial Share Alike 4.0 International";"https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode";"";"4606827336";"https://www.scidb.cn/detail?dataSetId=66edeba3aeca4494b622394c11715928";"https://doi.org/10.57760/sciencedb.35354";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.57760/sciencedb.iga.00954";"Spatial distribution dataset of soil organic carbon and total nitrogen content in the Northeast Corn Belt (2013)";"Science Data Bank";"2024";"a. Data content (data file/table name, including observation indicators) This data includes a spatial prediction dataset of soil organic carbon and total nitrogen in cultivated land in the Northeast maize belt based on geographically weighted regression kriging model. Estimating the spatial distribution of soil organic carbon and total nitrogen content and understanding the control effect of environmental factors are of great significance for exploring regional carbon and nitrogen cycling and establishing soil carbon and nitrogen sequestration. b. Construction purpose The Northeast Corn Belt is one of the four major black soil concentration areas in the world. Understanding the spatial variability and influencing factors of soil organic carbon and nitrogen content is the first step towards achieving suitable agriculture and farmland management. The content of soil organic carbon and total nitrogen is related to climate, vegetation cover, terrain, and agricultural management. It is of great significance to explore the impact of the environment on soil organic carbon and TN variability, evaluate the relative importance of environmental factors, provide practical guidance for land users, and provide basic data for sustainable land use and management. c. Service target It can widely serve scientific researchers in related disciplines such as black soil protection and soil quality assessment. d. Time range of data 2013 e. The spatial scope of data Changchun City, Shuangyang District, Nongan County, Dehui City, Jiutai District, Yushu County, Gongzhuling, Lishu, and Yitong County in Jilin Province f. Projection method of data Projected Coordinate System：Krasovsky_1940_Albers Geographic Coordinate System：GCS_Krasovsky_1940 g. The disciplinary scope of data Geography and Ecology h. Quantity of data The total data volume is approximately 1.40 GB";"Agronomy;Northeast Corn Belt;soil organic carbon and total;2013";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"39052715";"https://www.scidb.cn/detail?dataSetId=DS_6f0de565c52c48e78b61675a74e68c5f";"https://doi.org/10.57760/sciencedb.iga.00954";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatiotemporal_review";"0";"10.57760/sciencedb.07192";"Arctic daily 1km sea ice drift product: 2018-2020, Version 2.0";"Science Data Bank";"2026";"The “Arctic daily 1 km sea ice drift product: 2018-2020, Version 2.0” is generated by the School of Geospatial Engineering and Science at Sun Yat-Sen University, Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai) and Key Laboratory of Comprehensive Observation of Polar Environment (Sun Yat-sen University), Ministry of Education. This product provides Arctic daily high spatial resolution (1 km) sea ice drift information over 2018-2020 in netcdf format (.nc). One netcdf file (i.e. daily sea ice drift data) consists of 4 layers, including the geographic coordinates (longitude and latitude information) and the sea ice drift speed (unit: km/d) at the x and y directions under the EPSG: 3408 coordinate system (i.e. NSIDC_EASE_Grid_North coordinate system) of each 1km grid.This product is generated by using multi-source datasets, including the medium and high spatial resolution SAR and optical data (i.e. Sentinel-1 A/B and MODIS Terra/Aqua images) and Polar Pathfinder Daily 25 km EASE-Grid Sea Ice Motion Vectors, version 4 (referred to as NSIDC-Pathfinder hereafter) provided by National Snow and Ice Data Center (NSIDC). In total, 118,359 Sentinel SAR images and 56,857 MOIDS images are used. The product process mainly includes three procedures: First, Sentinel-1 SAR images in the freezing season and MODIS images in the melting season are preprocessed with geocoding, resampling and etc. Then, the image pairs are created based on transit time and spatial overlap information. The feature tracking sea ice vectors are retrieved from the image pairs based on the A-KAZE algorithm and bad matches filtering. Finally, the merged Arctic daily sea ice drift fields are generated based on the Co-Kriging interpolation with the sea ice drift vectors as the main variable (i.e. observation field) and the NSIDC-Pathfinder as the covariable (i.e. background field). The interpolated sea ice fields are finally presented in uniform grids with a spatial resolution of 1 km.An Independent validation is conducted on this product over 2018-2020 using the IABP (International Arctic Buoy Programme) and MOSAiC (Multidisciplinary drifting Observatory for the Study of Arctic Climate) buoy observations, and a total of 35219 validation results are received. The sea ice drift velocity MAE (Mean Absolute Error) of this product is 1.25 km/d, and the angle MAE is 11.3°. Compared to the existing daily sea ice drift products (showing the speed and angle MAE around 1.5 km/d and 15°, respectively), this product shows significant improvement in accuracy.Update description: Based on Version 1.0 of the product released in 2023, Version 2.0 has undergone further methodological improvement. The earlier v1.0 product exhibited notable errors in regions where extracted sea ice drift vectors were absent. In the newly released v2.0, the multi-source merging is restricted to a 100 km buffer zone surrounding available drift vectors. Outside this buffer, the interpolated NSIDC sea ice drift fields are used to fill the gaps, thereby ensuring improved overall accuracy of the product.";"Earth science;Surveying and mapping science and technology;Environmental science and resources science and technology;sea ice drift;Arctic;daily dataset;high accuracy;Remote Sensing";"10.6038/cjg2022q0025";;;;;;"not_open_or_unknown";;;;"Creative Commons Zero v1.0 Universal";"https://creativecommons.org/publicdomain/zero/1.0/legalcode";"";"71869091412";"https://www.scidb.cn/detail?dataSetId=8cf81c7a69004c2ebc94b12ddbb7ae72";"https://doi.org/10.57760/sciencedb.07192";"https://doi.org/10.6038/cjg2022q0025";"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatiotemporal_review";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=TRUE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;TRUE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.10257284";"Codes and Data for Manuscript IJGIS-2019-0308";"figshare";"2019";"This repository contains the codes and simulated dataset for paper entitled ""Computational improvements to multiscale geographically weighted regression""";"90903 Geospatial Information Systems;FOS: Environmental engineering;FOS: Environmental engineering";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"35017000";"https://figshare.com/articles/Codes_and_Data_for_Manuscript_IJGIS-2019-0308/10257284";"https://doi.org/10.6084/m9.figshare.10257284";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.11960841";"Research data.rar";"figshare";"2020";"1. Biantun_toponyms_points.shp: Point data of Biantun toponyms in Yunnan. Used for kernel density analysis, Geographically weighted regression, standard deviation ellipse, etc.2. Ethnic_minority_points.shp: Point data of minority toponyms in Yunnan. Used to generate the distribution map of minority toponyms.3. dem_Yunnan.tif: Extract elevation, slope.4. Population distribution: Including the early Ming, mid-Ming dynasty, late Ming dynasty, and Qing dynasty population distribution. Used to extract the number of people corresponding to Biantun toponym points and generate Geo-informatic Tupu.5. rivers.shp: Extract the nearest distance from the Biantun toponym point to the water system.";"49999 Earth Sciences not elsewhere classified;FOS: Earth and related environmental sciences;FOS: Earth and related environmental sciences";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"67826883";"https://figshare.com/articles/Research_data_rar/11960841";"https://doi.org/10.6084/m9.figshare.11960841";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.12251357";"Geographically Weighted Random Forest.zip";"figshare";"2020";"The code and data are both available.";"90903 Geospatial Information Systems;FOS: Environmental engineering;FOS: Environmental engineering";;;;;;;"not_open_or_unknown";;;;"CC0";"https://creativecommons.org/publicdomain/zero/1.0";"";"0";"https://figshare.com/articles/Geographically_Weighted_Random_Forest_zip/12251357";"https://doi.org/10.6084/m9.figshare.12251357";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.13271666";"A multiscale geographically weighted regression for dual-relationship analysis: case of London traffic accident analysis";"figshare";"2021";"The dataset and codes support a study discussed in the manuscript entitled ""A multiscale geographically weighted regression for dual-relationship analysis: a case study on urban traffic accident analysis"". The contents of the dataset and codes are followed: ①Code Folder: This folder stores the processing code of mgwr with London traffic accident data. The MGWR (including GWR) python modules are authored by Taylor Oshan, which can be obtained from the link https://github.com/pysal/mgwr. ②Data Folder: This folder stores the unprocessed source data, processed data and the model result. There are 3 types of source data: (1) Road safety data of Great Britain, from data.gov.uk (https://data.gov.uk/dataset/cb7ae6f0-4be6-4935-9277-47e5ce24a11f/road-safety-data); (2) The LSOA of London and English Indices of Deprivation 2015, from London Datastore (https://data.london.gov.uk/dataset); (3) Road, POI, and land use data from Open Street Map (https://www.openstreetmap.org/).";"Uncategorized";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"241105336";"https://figshare.com/articles/dataset/A_multiscale_geographically_weighted_regression_for_dual-relationship_analysis_case_of_London_traffic_accident_analysis/13271666";"https://doi.org/10.6084/m9.figshare.13271666";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.20729545";"Trait hypervolumes based on natural history collections can detect ecological strategies that are distinct to biogeographic regions";"figshare";"2022";"<strong>specimen_localities_for_mapping_trait_hypervolumes.csv</strong> Point localities of specimens held in natural history collections for a random sample of 575 angiosperm species that all occur in the continent of Africa. Some of the localities were georeferenced as part of this research. Localities were spatially disaggregated using the R package <em>ecospat</em> prior to use in Species Distribution Models that were then used to spatially project biodiversity metrics. Fields: 1. Source How the specimen locality data was obtained: <strong>GBIF</strong> = from the Global Biodiversity Information Facility, <strong>TROPICOS </strong>= from Tropicos.org. Missouri Botanical Garden, <strong>Taxonomic_literature</strong> = specimens cited in published taxonomic literature, <strong>Kew_herbarium </strong>= specimens seen by authors in the herbarium of the Royal Botanic Gardens, Kew, London. <strong>RAINBIO =</strong> RAINBIO species checklist of tropical African vascular plants, <strong>LMA_herbarium</strong> = specimens seen by authors in the herbarium of the Agricultural Research Institute of Mozambique, Maputo, Mozambique, <strong>Kitwe_herbarium</strong> = specimens seen by authors in the herbarium of the Division of Forest Research Forestry Department, Kitwe, Zambia, <strong>Edinburgh_herbarium</strong> = specimens seen by authors in the herbarium of the Royal Botanic Garden Edinburgh, <strong>Windhoek_herbarium</strong> = specimens seen by authors in the herbarium of the National Herbarium of Namibia, <strong>UPS_herbarium </strong>= specimens seen by authors in the herbarium of the Museum of Evolution, Uppsala, Sweden. 2. Identitiy_number Identity number applied by GBIF to the specimen record 3. scientificName Binomial species name 4. Country Country in which the specimen was made 5. locality Textual description of the locality in which the specimen was made 6. habitat Textual description of the habitat in which the specimen was made 7. day Day of the month on which the specimen was made 8. month Month of the year on which the specimen was made 9. year Year in which the specimen was made 10. recordedBy Person or people who made the specimen 11. rec.Number Number given by collector to collection 12. Error.Diam. Spatial error of georefencing (km) 13. Min_Elev.M. Minimum altitude (m) 14. Max_Elev.M. Maximum altitude (m) 15. decimalLatitude Coordinates of latitude 16. decimalLongitude Coordinates of longitude 17. Label..notes Additional information recorded about the location of specimen collection 18. Georeferenced Whether each specimen record was (1) or was not (0) georeferenced (i.e. coordinates inferred from a textual description of locality) during this research <br> <strong>taxonomic_references_from_which_trait_values_obtained.docx</strong> Taxonomic publications from which trait values were extracted.";"60302 Biogeography and Phylogeography;FOS: Biological sciences";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"10774279";"https://figshare.com/articles/dataset/Trait_hypervolumes_based_on_natural_history_collections_can_detect_ecological_strategies_that_are_distinct_to_biogeographic_regions/20729545";"https://doi.org/10.6084/m9.figshare.20729545";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.25688703";"Data and codes for X-SSHM";"figshare";"2024";"The data and code for manuscript: An explainable spatial interpolation method considering spatial stratified heterogeneity.Due to data protection restrictions, we are unable to share the soil organic matter data publicly. However, mock data with the same data structure, attributes, and data types are provided for demonstration purposes.A step-by-step instruction titled 'Instruction for X-SSHM.docx' is provided (../ex2/Instruction for X-SSHM.docx), utilizing mock data and images to illustrate expected findings.Notice: The research utilized several codes written by Ning Liu (2024): Geographically weighted regression (https://www.mathworks.com/matlabcentral/fileexchange/81011-geographically-weighted-regression, Copyright (c) 2020, Ning Liu) retrieved April 14, 2024. via MATLAB Central File Exchange. Ning Liu is not affiliated with this research.";"Geospatial information systems and geospatial data modelling";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"23787759";"https://figshare.com/articles/dataset/Data_and_codes_for_X-SSHM/25688703";"https://doi.org/10.6084/m9.figshare.25688703";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.26412472";"CatGWR: Context-Attention Geographically Weighted Regression";"figshare";"2025";"Code and Dataset for Context-Attention Geographically Weighted Regression";"Geospatial information systems and geospatial data modelling;Spatial statistics";;;;;;;"not_open_or_unknown";;;;"MIT License";"https://opensource.org/licenses/MIT";"";"110900803";"https://figshare.com/articles/dataset/CatGWR_Context-Attention_Geographically_Weighted_Regression/26412472";"https://doi.org/10.6084/m9.figshare.26412472";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
"spatialtidymodels_metadata_v1";"datacite";"needs_manual_curation";"medium_spatial_regression_article_not_oa";"0";"10.6084/m9.figshare.26804356";"SDIGE";"figshare";"2024";"Studying the spatial relationship and driving forces between grain production and economic development in China can assist in the coordinated development of economic growth and grain production in both China and other developing countries. Based on panel data from 2000 to 2019 covering 2018 county-level units in China, this study comprehensively investigated the spatial distribution, spatial differences, dynamic evolution of distribution, and driving factors of China's county-level spatial deviation index of grain and economy (SDIGE) using methods such as the standard deviation ellipse method, the three-stage nested decomposition of Theil index, kernel density estimation, and geographically weighted regression (GWR) model. The results show that (1) from 2000 to 2019, China's SDIGE showed a development trend of ""up - down – up,"" and the highest SDIGE was in the northeast region, the lowest in the east region, and the spatial pattern of ""high in the northeast - low in the east coast"" was increasingly prominent. (2) In terms of spatial difference, the overall difference of SDIGE in China from 2000 to 2019 showed a rising trend of development; The average contribution rate of the regional difference to the overall difference was the lowest, maintained at about 17.82%; The average contribution rate of intra city and inter-county differences to the overall difference is the highest, which is about 34.20%. (3) In terms of the driving force, the level of economic development hurts SDIGE, while population density, industrial structure, fiscal decentralisation, and terrain fluctuation have a positive and negative impact on SDIGE. To alleviate the imbalance between China's economic development and grain production, it is necessary to implement differentiated policy measures tailored to the specific characteristics of different regions to assist agricultural producers and enhance the stability of grain production.";"Agricultural economics";;;;;;;"not_open_or_unknown";;;;"Creative Commons Attribution 4.0 International";"https://creativecommons.org/licenses/by/4.0/legalcode";"";"6665759";"https://figshare.com/articles/dataset/SDIGE/26804356";"https://doi.org/10.6084/m9.figshare.26804356";;"not_found";"pending_grobid_kg";"DataCite formats/description/subjects matched geometry heuristics";"DataCite/OpenAlex title, abstract metadata or subjects matched strict spatial regression heuristics";"download data metadata, add BibTeX, fetch OA PDF if legal, run GROBID -> KG -> wiki fiche";"datacite_harvest_v2";"medium_spatial_regression_article_not_oa";"benchmark_model=TRUE; article_is_oa=FALSE; target_scope=TRUE; spatiotemporal=FALSE; non_benchmark_product=FALSE";"4,00";TRUE;FALSE;FALSE;TRUE;TRUE
