"plot_id","Xutm","Yutm","LANDScapes","HAND","LOG","GEOL","VEGET","ALT","SLO","LANDScapes_status","GEOL_status","VEGET_status"
"H1015",269512.3415,358642.8369,NA,172.039131605469,9.16962253869762,NA,NA,408.360198974609,32.2519295727012,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1016",269625.9715,358484.713,NA,239.812233412109,7.37838371299671,NA,NA,476.13330078125,14.1266611430422,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1017",269552.9034,358441.4091,NA,212.73572584375,7.37838371299671,NA,NA,449.056793212891,23.0166316529989,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1018",269459.8966,358530.3291,NA,161.41541334375,9.16962253869762,NA,NA,397.736480712891,31.0956635428965,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1019",269277.2513,358561.896,NA,47.0943989394531,9.94275634145683,NA,NA,283.415466308594,22.4925202689614,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H102",147354.677,580347.5787,NA,43.4681701660156,8.07121853996986,NA,NA,94.307243347168,13.6191144043202,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1020",269118.1731,358640.7643,NA,23.1643757460938,12.237576157539,NA,NA,259.485443115234,4.53072069202186,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1021",269035.3701,358780.0139,NA,6.76192518457032,12.374975404956,NA,NA,243.082992553711,5.75462692092671,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1024",285402.7077,556563.0316,NA,12.5152542460938,8.07121853996986,NA,NA,91.669075012207,10.9420616221211,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1025",285593.0046,556626.1999,NA,39.3731437856445,7.37838371299671,NA,NA,106.19263458252,5.30047766169262,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1027",285978.3508,556738.8731,NA,37.7357411025391,7.37838371299671,NA,NA,111.011123657227,6.07626585514175,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1029",286361.3208,556859.8631,NA,49.6858601210938,7.37838371299671,NA,NA,122.961242675781,4.60994187977588,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H103",147499.8712,580211.2964,NA,41.4602292890625,9.16962253869762,NA,NA,100.856727600098,12.3243872314033,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1030",286553.0038,556919.863,NA,17.1211933730469,7.37838371299671,NA,NA,90.3965759277344,8.86907297158582,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1031",286743.1027,556980.8531,NA,23.6122212050781,8.07121853996986,NA,NA,96.8876037597656,13.1842880790284,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1032",286935.9738,557031.5461,NA,64.7536549208984,8.47657950853094,NA,NA,138.029037475586,12.9360486210737,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1033",287128.0529,557088.7738,NA,84.6457070585938,7.37838371299671,NA,NA,153.520858764648,5.37970080368979,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1034",287316.1715,557158.2787,NA,46.5361336943359,8.98732181285012,NA,NA,115.411285400391,10.2940873303096,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1036",287698.1514,557272.734,NA,35.5207824707031,8.07121853996986,NA,NA,93.2265319824219,9.03165227999817,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1038",286396.0707,555875.0564,NA,144.335746257324,7.37838371299671,NA,NA,223.489624023438,10.9453738899637,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1039",286597.2421,555871.4061,NA,137.244961005371,8.47657950853094,NA,NA,203.527465820312,14.7885573824364,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H104",147629.4354,580064.8683,NA,21.1183332319336,10.9331248267007,NA,NA,80.5148315429688,5.85410105391937,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1040",286798.0079,555864.714,NA,78.9691583930664,9.45727857185611,NA,NA,145.251663208008,12.1588534941882,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1041",286999.7877,555863.7,NA,41.824276190918,8.764209507142,NA,NA,108.106781005859,9.35104965389974,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1043",287402.1305,555846.8681,NA,14.7825936552734,8.07121853996986,NA,NA,82.1149520874023,11.7328402465121,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1044",287603.7075,555839.9731,NA,14.3159188505859,10.4688297702736,NA,NA,81.6482772827148,9.14987574459692,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1045",287805.69,555832.267,NA,26.0177957832031,8.764209507142,NA,NA,90.2482757568359,10.571436351529,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1046",288006.8614,555826.3859,NA,21.1232111274414,7.37838371299671,NA,NA,85.3536911010742,9.79545873589162,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1047",288208.0328,555822.1273,NA,7.7297493154297,8.47657950853094,NA,NA,71.9605712890625,10.5669214332136,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1048",288409.6098,555818.0714,NA,24.9358758208008,8.07121853996986,NA,NA,83.8364868164062,6.69346768015221,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1049",288610.3756,555814.2183,NA,59.0549248930664,8.07121853996986,NA,NA,117.955535888672,14.9803282860811,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H105",147743.9601,579926.5029,NA,21.6825269575195,8.98732181285012,NA,NA,81.0790252685547,7.18674054581061,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1051",289012.3128,555803.673,NA,141.463669043701,8.47657950853094,NA,NA,203.522415161133,13.2629444853207,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1053",283217.4868,557794.0505,NA,55.9686050415039,7.37838371299671,NA,NA,124.087959289551,12.9037761174024,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1054",283162.5868,557601.9006,NA,69.6870574951172,8.47657950853094,NA,NA,137.806411743164,13.9043120926845,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1056",283051.2447,557220.2225,NA,13.7556457519531,9.32375833901174,NA,NA,81.875,7.33836184760358,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1057",282989.2509,557029.6147,NA,40.0480270385742,8.07121853996986,NA,NA,108.167381286621,17.7382082328978,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1059",282873.4367,556645.6234,NA,0,13.9231094665504,NA,NA,71.1344680786133,3.4709255112555,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H106",147875.9153,579791.6805,NA,61.075211894043,8.07121853996986,NA,NA,120.471710205078,14.5593010151849,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1060",282820.2331,556451.3145,NA,33.1892318725586,7.37838371299671,NA,NA,97.2679443359375,6.46156113546279,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1061",282756.2345,556261.632,NA,27.4189987182617,7.37838371299671,NA,NA,91.4977111816406,10.6345213695224,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1062",282691.9275,556071.1785,NA,21.6036345419922,11.9728850714738,NA,NA,80.6482543945312,1.14836455255955,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1063",282637.4902,555876.7154,NA,49.764534217041,8.47657950853094,NA,NA,86.3888854980469,12.0249797361363,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1064",282585.3661,555682.8691,NA,40.282112342041,8.07121853996986,NA,NA,76.9064636230469,9.92788256641956,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1067",282427.6058,555103.181,NA,48.1290820529787,7.37838371299671,NA,NA,84.7530899047852,19.0481956200961,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1068",357721.9625,481666.2454,NA,44.0112037658691,7.37838371299671,NA,NA,95.1669387817383,2.43153658672771,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1069",357848.6079,481514.1083,NA,39.3108100891113,7.37838371299671,NA,NA,90.4665451049805,5.14688438793075,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H107",148006.6111,579655.4729,NA,45.0534712729492,8.47657950853094,NA,NA,109.248512268066,12.3734783880234,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1070",357963.7479,481355.1208,NA,55.9879121062012,7.37838371299671,NA,NA,96.4384384155273,7.35626261590114,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1071",358139.3124,481262.9359,NA,31.3233536955566,8.764209507142,NA,NA,71.7738800048828,11.1869314503978,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1072",358310.4344,481164.8535,NA,42.2551585729981,7.37838371299671,NA,NA,82.7057418823242,5.70106623995386,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1074",364157.6064,476181.8548,NA,50.8987215512695,7.37838371299671,NA,NA,105.577545166016,20.4207267173486,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1075",364242.0404,476354.5915,NA,106.354721510254,7.37838371299671,NA,NA,187.34895324707,11.0634794947535,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1076",364340.0186,476483.3879,NA,41.4024128554688,12.3950428841071,NA,NA,122.396644592285,14.7611037267666,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1078",364599.0411,476482.9997,NA,140.276642286621,7.37838371299671,NA,NA,221.270874023438,16.5918919765454,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1079",364748.1681,476480.0044,NA,147.72865339502,8.07121853996986,NA,NA,228.722885131836,16.2682274477417,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H108",148140.0142,579520.5616,NA,15.0579726157227,7.37838371299671,NA,NA,79.2530136108398,8.17110041958279,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1080",364816.6783,476646.7395,NA,176.738666534424,7.37838371299671,NA,NA,220.029495239258,6.60144892676607,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1081",364979.745,476625.5105,NA,165.945037841797,7.37838371299671,NA,NA,200.466827392578,12.3725135913136,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1082",365150.5695,476518.7627,NA,150.713668823242,7.37838371299671,NA,NA,185.235458374023,6.06115693635722,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1083",365334.6191,476444.8674,NA,150.763492584229,7.37838371299671,NA,NA,194.054321289062,7.08126623258747,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1084",365520.5341,476368.8425,NA,152.449298858643,7.37838371299671,NA,NA,195.740127563477,7.34168954505878,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1086",360464.2019,480038.2468,NA,52.1828664655762,8.07121853996986,NA,NA,91.2977981567383,10.1746970876089,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1087",360391.5048,479868.3297,NA,62.4618963117676,7.37838371299671,NA,NA,101.57682800293,7.90610592668577,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1088",360328.6953,479686.5856,NA,69.1488927717285,7.37838371299671,NA,NA,108.263824462891,10.4787301532274,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1090",360139.5919,479401.3087,NA,105.473347371582,7.37838371299671,NA,NA,151.880935668945,4.93039586498161,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1091",359951.2609,479456.8302,NA,103.945627068848,7.37838371299671,NA,NA,140.76725769043,10.4783198103941,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1092",359777.4013,479553.5697,NA,74.0770842490234,7.37838371299671,NA,NA,120.484672546387,5.96162688979233,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1094",380127.4232,466153.6013,NA,15.3228693057861,8.07121853996986,NA,NA,46.8873100280762,12.3664603905251,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1095",380312.321,466231.728,NA,34.4436769534912,7.37838371299671,NA,NA,66.0081176757812,2.51564719094881,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1096",380495.245,466312.2578,NA,32.5303823768311,8.07121853996986,NA,NA,62.7229080200195,4.25461086163927,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1097",380683.0676,466380.3105,NA,15.6234686195068,8.764209507142,NA,NA,45.8159942626953,8.55304645583191,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1098",380871.7509,466449.1913,NA,11.430513602417,8.07121853996986,NA,NA,41.6230392456055,13.437842956496,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1099",381056.0909,466526.1009,NA,38.0721263885498,8.07121853996986,NA,NA,62.1699676513672,5.5149909335381,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H11",245652.1406,519112.0078,NA,20.446435784668,8.07121853996986,NA,NA,105.622535705566,6.82642681786005,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H110",148403.9413,579246.6259,NA,19.4604460654297,8.47657950853094,NA,NA,83.6554870605469,6.24175279803162,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1100",381244.6978,466592.4617,NA,9.81002998352051,7.37838371299671,NA,NA,33.9078712463379,7.13498288412838,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1101",381432.5795,466662.4013,NA,9.60893821716309,7.37838371299671,NA,NA,33.7067794799805,4.24282987031731,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1102",381601.5028,466678.7551,NA,21.0565814971924,7.37838371299671,NA,NA,45.1544227600098,6.99307172960385,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1103",381713.0496,466779.6115,NA,16.167501449585,7.37838371299671,NA,NA,40.2653427124023,1.95716362847267,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1104",381738.9752,466973.8737,NA,20.3338832855225,8.07121853996986,NA,NA,44.4317245483398,4.84918523540008,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1107",372966.3658,463377.8834,NA,9.88196248388672,10.2110090163142,NA,NA,77.2389526367188,4.72142428582122,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1108",372874.3694,463557.9798,NA,23.7952315268555,7.37838371299671,NA,NA,91.1522216796875,1.72415134398709,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1109",372771.5641,463731.5317,NA,12.7280928549805,8.47657950853094,NA,NA,80.0850830078125,10.1151949668599,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H111",148530.352,579102.2544,NA,17.5723993598633,8.07121853996986,NA,NA,82.3511505126953,8.63713473104366,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1113",372549.2594,464469.9536,NA,15.7357608374024,8.764209507142,NA,NA,77.7099838256836,6.62602322686273,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1114",372568.4309,464669.3463,NA,23.5548573308106,8.07121853996986,NA,NA,86.047248840332,6.13981203874798,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1115",372592.6994,464867.6732,NA,18.1383992009278,7.37838371299671,NA,NA,80.6307907104492,8.28255650051998,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1116",372615.4535,465066.4177,NA,8.7438069157715,8.47657950853094,NA,NA,71.236198425293,5.49414371606904,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1117",372639.735,465264.6082,NA,17.538232880127,7.37838371299671,NA,NA,80.0306243896484,1.23131521779827,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1118",372652.6799,465462.9224,NA,29.4062404731446,8.07121853996986,NA,NA,80.5843811035156,3.19838084682863,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1120",159336.9768,324007.1647,NA,29.3566002783205,8.47657950853094,NA,NA,200.828750610352,10.0806825009685,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1121",159195.1026,323866.5046,NA,43.4814147949219,7.37838371299671,NA,NA,216.604309082031,10.3465196030545,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1123",158896.9587,323597.4986,NA,29.8197977363281,7.37838371299671,NA,NA,207.672256469727,0.645404809360618,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1124",158749.0141,323460.3073,NA,26.0980570136719,8.07121853996986,NA,NA,203.95051574707,10.8515949189756,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1125",158598.2945,323327.9724,NA,32.4232523261719,7.37838371299671,NA,NA,210.27571105957,6.3494243867792,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1126",158444.9732,323197.7187,NA,33.3179361640625,7.37838371299671,NA,NA,211.170394897461,2.4354295787718,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1128",158902.7191,324252.848,NA,37.494677942383,8.07121853996986,NA,NA,208.967056274414,15.343043442797,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1129",158715.2268,324324.0989,NA,43.7270700751953,8.07121853996986,NA,NA,218.205718994141,9.69558093464745,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H113",148805.1104,578822.4232,NA,28.6399423896484,7.37838371299671,NA,NA,93.4186935424805,2.58256636567304,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1130",158525.6104,324388.9778,NA,27.8119852363281,8.07121853996986,NA,NA,202.290634155273,6.41428550771797,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1131",158338.6974,324463.5113,NA,32.6258890449219,7.37838371299671,NA,NA,207.104537963867,5.97423811671533,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1132",158151.9774,324536.5001,NA,26.2647857666016,7.37838371299671,NA,NA,212.779357910156,12.2586971122001,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1133",157962.3611,324603.1169,NA,0.759384155273438,8.07121853996986,NA,NA,187.273956298828,6.4790549589701,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1134",157776.2204,324680.5468,NA,0.000455999999985579,10.4223111074132,NA,NA,184.353042602539,12.9199809020164,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1135",157585.6386,324744.2671,NA,29.0240873212891,8.07121853996986,NA,NA,215.539001464844,8.70753869814019,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1136",157394.4775,324804.898,NA,40.3572059804688,8.47657950853094,NA,NA,226.872177124023,16.2183130371882,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1137",157209.8815,324884.0657,NA,33.7229286367188,8.764209507142,NA,NA,220.237899780273,18.446186766393,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1138",157023.1615,324957.0545,NA,44.3101936513672,8.07121853996986,NA,NA,230.825164794922,13.4442908125646,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1139",156832.3866,325019.8094,NA,7.42768948046876,9.32375833901174,NA,NA,202.516036987305,9.47458973903986,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1140",156645.0874,325091.2535,NA,14.7445229765625,7.37838371299671,NA,NA,209.832870483398,5.30590310263618,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1141",156460.2984,325167.911,NA,7.06802456347657,8.764209507142,NA,NA,202.156372070312,9.18223591038606,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1142",156280.7228,325250.9405,NA,4.69638465039063,13.0714931514055,NA,NA,198.581481933594,2.25592993718165,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1143",159615.8428,324586.2631,NA,33.3087359960938,7.37838371299671,NA,NA,209.959991455078,6.40627258724035,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1146",159739.9784,325173.3318,NA,30.9394733007813,8.07121853996986,NA,NA,207.590728759766,8.50388669728541,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1147",159784.5546,325368.0957,NA,33.1473276435547,7.37838371299671,NA,NA,206.083740234375,10.0027455996676,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1148",159831.5311,325562.6881,NA,16.7291605292969,8.07121853996986,NA,NA,189.665573120117,11.9535962724118,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1149",159854.3336,325761.9097,NA,0.0757181464843768,9.45727857185611,NA,NA,173.012130737305,14.1440537672697,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1150",159873.8785,325961.9884,NA,3.91113179687505,8.07121853996986,NA,NA,176.849197387695,12.1218900439489,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1151",159887.5943,326163.6102,NA,35.749381444336,7.37838371299671,NA,NA,208.687561035156,3.75527733701852,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1152",159916.7403,326363.1747,NA,50.3553542421875,7.37838371299671,NA,NA,223.292678833008,8.09502571351709,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1153",159930.9704,326562.9105,NA,37.1897856650391,7.37838371299671,NA,NA,219.105072021484,10.4183086572778,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1154",159934.1693,326760.6999,NA,11.2774931845703,8.764209507142,NA,NA,193.192779541016,13.4101643836256,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1155",159936.7554,326954.0122,NA,35.5274402197266,7.37838371299671,NA,NA,217.442840576172,0.493450727083647,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1157",159701.434,324329.5769,NA,0,16.1110308539452,NA,NA,171.090072631836,4.58909253014825,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1158",159892.6249,324389.4787,NA,0.000113999999996395,8.47657950853094,NA,NA,165.569763183594,12.4953855696692,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1159",160075.5992,324471.3798,NA,11.4336688945314,7.37838371299671,NA,NA,182.904907226562,4.56518942911408,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H116",152584.1722,493820.2428,NA,14.8025094614258,11.1154434073529,NA,NA,100.946029663086,6.41848582844314,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1160",160259.5453,324551.7789,NA,12.646565826172,7.37838371299671,NA,NA,184.117462158203,1.77892523496352,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1162",160613.4782,324741.1145,NA,8.57562191699228,7.37838371299671,NA,NA,180.046005249023,9.98192400999495,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1163",160785.0459,324844.466,NA,24.1495812675782,7.37838371299671,NA,NA,195.619964599609,9.90564833885838,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1164",160968.3829,324923.3819,NA,17.5702827304688,7.37838371299671,NA,NA,189.0400390625,10.1803406969013,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1165",161150.562,325004.4879,NA,10.2291267246094,8.07121853996986,NA,NA,181.698883056641,17.9910090757979,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1166",161337.3354,325074.4616,NA,55.8262641757813,7.37838371299671,NA,NA,227.296020507812,7.34894835168266,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1167",161521.9883,325151.6801,NA,60.2428915419922,7.37838371299671,NA,NA,231.712020874023,4.74930322015594,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1168",161696.299,325249.4909,NA,21.5458409296875,8.98732181285012,NA,NA,193.014343261719,16.1257051123755,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1169",161868.2347,325351.7944,NA,2.64659471386722,12.3681957466982,NA,NA,174.115097045898,1.06485903283437,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H117",152384.7059,493838.6474,NA,28.3526848359375,7.37838371299671,NA,NA,116.866073608398,5.13767632355796,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1170",161969.2195,325481.5816,NA,0.000398999999987382,12.6860296996837,NA,NA,169.756637573242,4.29064615427303,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1171",162134.9654,325489.1798,NA,0,14.1015921002507,NA,NA,155.449813842773,4.04423011322979,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1172",212198.4688,606016.6875,NA,7.82979921118164,8.764209507142,NA,NA,53.0239181518555,2.62883274214875,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1173",212195.6875,606216.6875,NA,10.4383432685547,7.37838371299671,NA,NA,55.9141578674316,0.74125062791359,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
"H1174",212192.9063,606416.6406,NA,9.1006395637207,9.68040649926887,NA,NA,54.5764541625977,2.05757310891611,"pending_manual_contact","pending_manual_contact","pending_source_not_found"
