"variant","distance_lower_fraction","distance_upper_fraction","n_pairs","draws","expected_semivariance","observed_semivariance","mcse_semivariance","gap_over_mcse","required_draws_for_5pct_relative_mcse","dataset","generator","pi_s","range_fraction"
"trend",0,0.05,48,3000,1.4572038377432,1.45163061162388,0.00619526553622206,-0.899594389737622,22,"georgia","polynomial",0.2,0.1
"trend",0.05,0.15,639,3000,1.88777055200176,1.89024033090642,0.00546289467220498,0.45210077309914,11,"georgia","polynomial",0.2,0.1
"trend",0.15,0.35,2062,3000,2.00999079040937,2.01683007851912,0.00600113746787096,1.13966529618356,11,"georgia","polynomial",0.2,0.1
"trend",0.35,1.000001,2816,3000,2.01324360711153,2.01401791492666,0.00584489281236936,0.132475964912045,11,"georgia","polynomial",0.2,0.1
"innovation",0,0.05,48,3000,1.42984700869635,1.4358663850232,0.00595203918784871,1.01131328892006,21,"georgia","polynomial",0.2,0.3
"innovation",0.05,0.15,639,3000,2.04906807251064,2.0575013881518,0.00604702306842875,1.39462270041509,11,"georgia","polynomial",0.2,0.3
"innovation",0.15,0.35,2062,3000,2.64515933964994,2.64671702660122,0.0100058541817635,0.155677558655592,18,"georgia","polynomial",0.2,0.3
"innovation",0.35,1.000001,2816,3000,2.82476178482887,2.82479744392655,0.0119897662491472,0.00297412784706,22,"georgia","polynomial",0.2,0.3
"trend",0,0.05,48,3000,0.765568711338403,0.768449352467209,0.00309325739406592,0.931264606150107,20,"georgia","polynomial",0.2,0.3
"trend",0.05,0.15,639,3000,1.38478977515269,1.39003331204016,0.00450580802365463,1.16372842783066,13,"georgia","polynomial",0.2,0.3
"trend",0.15,0.35,2062,3000,1.98088104229198,1.9804521552646,0.00879648665325511,-0.0487566279911991,24,"georgia","polynomial",0.2,0.3
"trend",0.35,1.000001,2816,3000,2.16048348747092,2.15978054833109,0.0109238499857677,-0.0643490290278758,31,"georgia","polynomial",0.2,0.3
"innovation",0,0.05,48,3000,2.48214316551438,2.49334014309081,0.0110937947167583,1.00930095267725,24,"georgia","forest",0.1,0.1
"innovation",0.05,0.15,639,3000,2.67849683847061,2.68284002631023,0.00718019530646089,0.604884359582527,9,"georgia","forest",0.1,0.1
"innovation",0.15,0.35,2062,3000,2.73423359639033,2.73610483202861,0.00714957689083971,0.261726766052175,9,"georgia","forest",0.1,0.1
"innovation",0.35,1.000001,2816,3000,2.73571699602568,2.74327188678915,0.00712592055456603,1.06019856741558,9,"georgia","forest",0.1,0.1
"trend",0,0.05,48,3000,0.664536566138205,0.667170979415189,0.00283560937192134,0.929046610957904,22,"georgia","forest",0.1,0.1
"trend",0.05,0.15,639,3000,0.860890239094438,0.862374551852338,0.00239545368045254,0.619637428188546,10,"georgia","forest",0.1,0.1
"trend",0.15,0.35,2062,3000,0.916626997014161,0.916948998827522,0.00260476619934964,0.123620236411669,10,"georgia","forest",0.1,0.1
"trend",0.35,1.000001,2816,3000,0.918110396649509,0.920079290217142,0.00256296881274092,0.768208164627572,10,"georgia","forest",0.1,0.1
"innovation",0,0.05,48,3000,2.16673304922383,2.15416261031678,0.00948279183579299,-1.32560527793175,23,"georgia","forest",0.1,0.3
"innovation",0.05,0.15,639,3000,2.44911978796924,2.44865488773562,0.00668852673572717,-0.0695071204754813,9,"georgia","forest",0.1,0.3
"innovation",0.15,0.35,2062,3000,2.72095852014223,2.72053501067137,0.00799027714021962,-0.0530031015721488,11,"georgia","forest",0.1,0.3
"innovation",0.35,1.000001,2816,3000,2.80286359690491,2.79744087613636,0.00859195905077794,-0.631139037849,12,"georgia","forest",0.1,0.3
"trend",0,0.05,48,3000,0.349126449847664,0.347584784139375,0.00140905923979714,-1.09410993146787,20,"georgia","forest",0.1,0.3
"trend",0.05,0.15,639,3000,0.631513188593071,0.631591899933348,0.00202154813239909,0.0389361692734323,13,"georgia","forest",0.1,0.3
"trend",0.15,0.35,2062,3000,0.903351920766056,0.902955680335595,0.00402952704145024,-0.0983342279093974,24,"georgia","forest",0.1,0.3
"trend",0.35,1.000001,2816,3000,0.985256997528739,0.982758715041609,0.0050509984758019,-0.494611609783341,32,"georgia","forest",0.1,0.3
"innovation",0,0.05,48,3000,2.17680974857703,2.17769526769161,0.00968496968592839,0.091432306274232,24,"georgia","forest",0.2,0.1
"innovation",0.05,0.15,639,3000,2.61860551272855,2.61965395752999,0.00725871346967316,0.144439480331851,10,"georgia","forest",0.2,0.1
"innovation",0.15,0.35,2062,3000,2.74401321804793,2.7454560389805,0.00767581089209262,0.187969838348008,10,"georgia","forest",0.2,0.1
"innovation",0.35,1.000001,2816,3000,2.74735086722746,2.74752813420311,0.00750030400422383,0.0236346387491417,9,"georgia","forest",0.2,0.1
"trend",0,0.05,48,3000,1.49520727381096,1.4952773465771,0.00654602198027649,0.0107046334939895,24,"georgia","forest",0.2,0.1
"trend",0.05,0.15,639,3000,1.93700303796248,1.93788952407031,0.00546742291659013,0.162139662752592,10,"georgia","forest",0.2,0.1
"trend",0.15,0.35,2062,3000,2.06241074328186,2.06362171299609,0.00598932493705205,0.202188014001531,11,"georgia","forest",0.2,0.1
"trend",0.35,1.000001,2816,3000,2.06574839246139,2.06587578181561,0.00581257373659651,0.0219161700116347,10,"georgia","forest",0.2,0.1
"innovation",0,0.05,48,3000,1.46713698692331,1.46250477391992,0.00613959882375346,-0.75448138166122,22,"georgia","forest",0.2,0.3
"innovation",0.05,0.15,639,3000,2.10250714910047,2.09788123750004,0.00624826781818498,-0.740351043687443,11,"georgia","forest",0.2,0.3
"innovation",0.15,0.35,2062,3000,2.71414429648969,2.70914917258013,0.0105973401158129,-0.47135638329696,19,"georgia","forest",0.2,0.3
"innovation",0.35,1.000001,2816,3000,2.89843071920573,2.90408946210157,0.0128139188774409,0.441609077594901,24,"georgia","forest",0.2,0.3
"trend",0,0.05,48,3000,0.785534512157243,0.78252789365754,0.00318054180889697,-0.945316452465237,20,"georgia","forest",0.2,0.3
"trend",0.05,0.15,639,3000,1.42090467433441,1.41776140175832,0.00468619286800751,-0.670751858625072,14,"georgia","forest",0.2,0.3
"trend",0.15,0.35,2062,3000,2.03254182172362,2.03011696231698,0.00936673436961592,-0.258879915983774,26,"georgia","forest",0.2,0.3
"trend",0.35,1.000001,2816,3000,2.21682824443966,2.22467137144388,0.0117025306564908,0.670207772527586,34,"georgia","forest",0.2,0.3
"innovation",0,0.05,169,3000,0.154866148665086,0.154575577916961,0.000500035170989827,-0.581100620481581,13,"meuse","polynomial",0.1,0.1
"innovation",0.05,0.15,901,3000,0.173013208178673,0.172729396142648,0.000493907532747517,-0.574625850401525,10,"meuse","polynomial",0.1,0.1
"innovation",0.15,0.35,1878,3000,0.176908576883787,0.176299345584188,0.000501739578405138,-1.21423807453153,10,"meuse","polynomial",0.1,0.1
"innovation",0.35,1.000001,2203,3000,0.177031939188387,0.176067870615926,0.000501972483781312,-1.92056059566949,10,"meuse","polynomial",0.1,0.1
"trend",0,0.05,169,3000,0.0378282985242525,0.0377467049907783,0.000122468614465366,-0.666240357421077,13,"meuse","polynomial",0.1,0.1
"trend",0.05,0.15,901,3000,0.0559753580378393,0.0559658116315158,0.00019057079688661,-0.0500937524503397,14,"meuse","polynomial",0.1,0.1
"trend",0.15,0.35,1878,3000,0.0598707267429532,0.0596242366673376,0.000211656699015149,-1.16457488358551,15,"meuse","polynomial",0.1,0.1
"trend",0.35,1.000001,2203,3000,0.0599940890475531,0.0595906873621517,0.00021563177704223,-1.87078959759441,16,"meuse","polynomial",0.1,0.1
"innovation",0,0.05,169,3000,0.13650142554739,0.136714066470516,0.000439657170598501,0.483651666222649,13,"meuse","polynomial",0.1,0.3
"innovation",0.05,0.15,901,3000,0.159039480250346,0.15902382584019,0.000446467657183995,-0.0350628089272779,10,"meuse","polynomial",0.1,0.3
"innovation",0.15,0.35,1878,3000,0.177433820445173,0.177416882887851,0.000580081080664393,-0.0291986032413882,13,"meuse","polynomial",0.1,0.3
"innovation",0.35,1.000001,2203,3000,0.18370808973856,0.183370948034354,0.000689302929207877,-0.489105282916032,17,"meuse","polynomial",0.1,0.3
"trend",0,0.05,169,3000,0.019463575406556,0.0195030949911097,6.50033225150607e-05,0.607962532138701,14,"meuse","polynomial",0.1,0.3
"trend",0.05,0.15,901,3000,0.0420016301095123,0.0420564076480658,0.000174639553986997,0.313660549989596,21,"meuse","polynomial",0.1,0.3
"trend",0.15,0.35,1878,3000,0.0603959703043393,0.0601253758864825,0.000351388012714646,-0.770072990727015,41,"meuse","polynomial",0.1,0.3
"trend",0.35,1.000001,2203,3000,0.0666702395977257,0.0660238466659887,0.000495262853156912,-1.30515124971869,67,"meuse","polynomial",0.1,0.3
"innovation",0,0.05,169,3000,0.129002865482381,0.128916063700141,0.000412408984467601,-0.210475002992934,13,"meuse","polynomial",0.2,0.1
"innovation",0.05,0.15,901,3000,0.169833749387951,0.17012998996457,0.00053146610099941,0.557402581391077,12,"meuse","polynomial",0.2,0.1
"innovation",0.15,0.35,1878,3000,0.178598328974457,0.178866070763844,0.000587899674189775,0.45542088410863,14,"meuse","polynomial",0.2,0.1
"innovation",0.35,1.000001,2203,3000,0.178875894159807,0.179063898942716,0.000592030209320106,0.317559441984101,14,"meuse","polynomial",0.2,0.1
"trend",0,0.05,169,3000,0.0851136716795682,0.0850550624744117,0.000275874676959951,-0.212448658942904,13,"meuse","polynomial",0.2,0.1
"trend",0.05,0.15,901,3000,0.125944555585138,0.12620643508443,0.000426582757203951,0.613900807918551,14,"meuse","polynomial",0.2,0.1
"trend",0.15,0.35,1878,3000,0.134709135171645,0.134901494719706,0.000488317856068768,0.393922822339147,16,"meuse","polynomial",0.2,0.1
"trend",0.35,1.000001,2203,3000,0.134986700356994,0.135161104959117,0.000495099546205511,0.352261688501601,17,"meuse","polynomial",0.2,0.1
"innovation",0,0.05,169,3000,0.0876822384675636,0.0873134710875544,0.000274813598538765,-1.34188184998851,12,"meuse","polynomial",0.2,0.3
"innovation",0.05,0.15,901,3000,0.138392861549215,0.137687502292373,0.000472902194038736,-1.4915542066283,15,"meuse","polynomial",0.2,0.3
"innovation",0.15,0.35,1878,3000,0.179780126987576,0.178717911665296,0.000876113215428219,-1.21241787428197,29,"meuse","polynomial",0.2,0.3
"innovation",0.35,1.000001,2203,3000,0.193897232897696,0.193617127293211,0.00121240091482308,-0.231033811554779,47,"meuse","polynomial",0.2,0.3
"trend",0,0.05,169,3000,0.0437930446647509,0.0435782120236127,0.000144117523717245,-1.49067674490264,13,"meuse","polynomial",0.2,0.3
"trend",0.05,0.15,901,3000,0.0945036677464026,0.0939959409220263,0.000388832211982294,-1.30577356692721,21,"meuse","polynomial",0.2,0.3
"trend",0.15,0.35,1878,3000,0.135890933184763,0.134965617933227,0.000809860211126889,-1.14256169005857,43,"meuse","polynomial",0.2,0.3
"trend",0.35,1.000001,2203,3000,0.150008039094883,0.149818552200183,0.00114212760873207,-0.165906938289126,70,"meuse","polynomial",0.2,0.3
"innovation",0,0.05,169,3000,0.119171158328799,0.119329170758703,0.000388276415469516,0.406958608889413,13,"meuse","forest",0.1,0.1
"innovation",0.05,0.15,901,3000,0.133135514782014,0.13321868032476,0.000383909492918891,0.216627992482545,10,"meuse","forest",0.1,0.1
"innovation",0.15,0.35,1878,3000,0.136133042677604,0.136530355148045,0.000405647626510616,0.979452225221152,11,"meuse","forest",0.1,0.1
"innovation",0.35,1.000001,2203,3000,0.136227971290861,0.13632294037737,0.000395681764172721,0.240013806820091,11,"meuse","forest",0.1,0.1
"trend",0,0.05,169,3000,0.0291092804437972,0.0291977724904025,9.5745624656463e-05,0.924241153816179,13,"meuse","forest",0.1,0.1
"trend",0.05,0.15,901,3000,0.0430736368970118,0.0431921293026526,0.00014718074794127,0.805080877072997,15,"meuse","forest",0.1,0.1
"trend",0.15,0.35,1878,3000,0.0460711647926018,0.0463248682460537,0.000172311234794324,1.4723558435102,17,"meuse","forest",0.1,0.1
"trend",0.35,1.000001,2203,3000,0.0461660934058591,0.0462320747701788,0.000170012939588105,0.388096132445073,17,"meuse","forest",0.1,0.1
"innovation",0,0.05,169,3000,0.105039307403414,0.105186881300306,0.000337235792116568,0.437598559648367,13,"meuse","forest",0.1,0.3
"innovation",0.05,0.15,901,3000,0.122382581634619,0.12234902527306,0.000347071135034173,-0.0966843916758816,10,"meuse","forest",0.1,0.3
"innovation",0.15,0.35,1878,3000,0.136537223217733,0.136719266000549,0.000457332210263478,0.398053709603703,14,"meuse","forest",0.1,0.3
"innovation",0.35,1.000001,2203,3000,0.141365340568134,0.141592199092229,0.000538549016806897,0.421240253004411,18,"meuse","forest",0.1,0.3
"trend",0,0.05,169,3000,0.0149774295184117,0.0149895127694304,5.00190009318042e-05,0.241573218047328,14,"meuse","forest",0.1,0.3
"trend",0.05,0.15,901,3000,0.0323207037496167,0.0324048869264394,0.000135585197158097,0.620887667585878,22,"meuse","forest",0.1,0.3
"trend",0.15,0.35,1878,3000,0.0464753453327306,0.0466727740315695,0.000286757519271493,0.688486562934671,46,"meuse","forest",0.1,0.3
"trend",0.35,1.000001,2203,3000,0.0513034626831315,0.0514624178457695,0.000391329650134651,0.406192483966495,70,"meuse","forest",0.1,0.3
"innovation",0,0.05,169,3000,0.0992690852054194,0.0995020438327137,0.000316874536867698,0.735176229674638,13,"meuse","forest",0.2,0.1
"innovation",0.05,0.15,901,3000,0.130688887225152,0.131010862082127,0.000404608428221247,0.795769031282085,12,"meuse","forest",0.2,0.1
"innovation",0.15,0.35,1878,3000,0.13743332499023,0.13813417334217,0.000455169832774421,1.53975132241954,14,"meuse","forest",0.2,0.1
"innovation",0.35,1.000001,2203,3000,0.137646914370059,0.138531400178706,0.000476970113782828,1.85438412824668,15,"meuse","forest",0.2,0.1
"trend",0,0.05,169,3000,0.0654958809985436,0.0657034953818004,0.000211702378300346,0.98068989552025,13,"meuse","forest",0.2,0.1
"trend",0.05,0.15,901,3000,0.0969156830182766,0.097231982945515,0.000323530560984017,0.977650847809882,14,"meuse","forest",0.2,0.1
"trend",0.15,0.35,1878,3000,0.103660120783354,0.104347373867224,0.000377285074660192,1.8215750636012,16,"meuse","forest",0.2,0.1
"trend",0.35,1.000001,2203,3000,0.103873710163183,0.10467749163826,0.000399775228658319,2.01058349156454,18,"meuse","forest",0.2,0.1
"innovation",0,0.05,169,3000,0.0674724206233022,0.0674776250016302,0.00021027930824063,0.0247498356901908,12,"meuse","forest",0.2,0.3
"innovation",0.05,0.15,901,3000,0.106494787643513,0.106773748056151,0.0003644084527942,0.765515757108155,15,"meuse","forest",0.2,0.3
"innovation",0.15,0.35,1878,3000,0.13834273120552,0.138426725935672,0.000670273653777022,0.125314085789589,29,"meuse","forest",0.2,0.3
"innovation",0.35,1.000001,2203,3000,0.149205995243922,0.148240026300002,0.000911029343217716,-1.06030497383097,45,"meuse","forest",0.2,0.3
"trend",0,0.05,169,3000,0.0336992164164264,0.0337607335396111,0.000110583383160979,0.556296266457661,13,"meuse","forest",0.2,0.3
"trend",0.05,0.15,901,3000,0.0727215834366376,0.0729790148268258,0.000302514848127769,0.850971090448768,21,"meuse","forest",0.2,0.3
"trend",0.15,0.35,1878,3000,0.104569526998644,0.104609701842191,0.000618431762947437,0.064962451726866,42,"meuse","forest",0.2,0.3
"trend",0.35,1.000001,2203,3000,0.115432791037046,0.114401272618466,0.000869279049949014,-1.18663669467292,69,"meuse","forest",0.2,0.3
